incident_id,subject_id,agency_id,agency_name,agency_type,incident_date,year_month,incident_type,contact_reason,incident_location,subject_race,subject_sex,subject_age_group,subject_perceived_armed,subject_weapon,subject_perceived_impaired,subject_resistance,type_of_force,subject_injury,officer_injury,officer_race,officer_sex
UOF002214,S11001,A001,Riverbend Police Department,Municipal Police,2021-10-17,2021-10,Warrant,Individual Officer/Unit Initiated,City,White,Female,25 to 34,No,Not Applicable,Yes,None,ECW,No,No,Unknown,Male
UOF002215,S70096,A001,Riverbend Police Department,Municipal Police,2021-10-20,2021-10,Vehicle Stop,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Threat of Deadly Force,Less Lethal Projectile,No,No,Unknown,Male
UOF002216,S07217,A001,Riverbend Police Department,Municipal Police,2021-10-17,2021-10,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,Hispanic or Latino,Female,45 to 54,Yes,None Found,Yes,None,Physical Control,No,No,White,Female
UOF002217,S47824,A001,Riverbend Police Department,Municipal Police,2021-10-07,2021-10,Vehicle Stop,Individual Officer/Unit Initiated,City,Black or African American,Male,18 to 24,No,Not Applicable,No,None,Physical Control,Yes,No,Asian,Male
UOF002218,S65796,A001,Riverbend Police Department,Municipal Police,2021-10-23,2021-10,Property Offense,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,No,Active Resistance,Physical Control,No,No,White,Male
UOF002219,S76521,A001,Riverbend Police Department,Municipal Police,2021-10-26,2021-10,Vehicle Stop,Individual Officer/Unit Initiated,City,Black or African American,Male,18 to 24,Yes,Edged Object,Yes,Active Resistance,ECW,Yes,No,White,Female
UOF002220,S09285,A001,Riverbend Police Department,Municipal Police,2021-10-29,2021-10,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,18 to 24,Yes,Projectile,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF002221,S57533,A001,Riverbend Police Department,Municipal Police,2021-10-12,2021-10,Civil Caretaking,Public Request for Service,City,Unknown,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF002222,S32524,A001,Riverbend Police Department,Municipal Police,2021-10-10,2021-10,Offense Against Person,Public Request for Service,City,Unknown,Female,35 to 44,Yes,Firearm,No,Active Resistance,Vehicle Intervention,No,No,Unknown,Male
UOF002223,S05948,A001,Riverbend Police Department,Municipal Police,2021-10-28,2021-10,Offense Against Person,Individual Officer/Unit Initiated,City,Unknown,Female,35 to 44,Yes,Blunt Object,No,Active Resistance,Chemical Agent,No,Yes,American Indian or Alaska Native,Male
UOF002224,S49725,A001,Riverbend Police Department,Municipal Police,2021-10-13,2021-10,Property Offense,Public Request for Service,Unincorporated Area,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Threat of Deadly Force,Less Lethal Projectile,Yes,No,Unknown,Male
UOF002225,S27166,A001,Riverbend Police Department,Municipal Police,2021-10-19,2021-10,Vehicle Stop,Public Request for Service,City,Hispanic or Latino,Male,18 to 24,Yes,Firearm,No,Passive Resistance,K9,Yes,No,White,Male
UOF002226,S48449,A001,Riverbend Police Department,Municipal Police,2021-10-17,2021-10,Offense Against Person,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Black or African American,Male
UOF002227,S52831,A001,Riverbend Police Department,Municipal Police,2021-10-08,2021-10,Property Offense,Individual Officer/Unit Initiated,City,White,Male,18 to 24,Yes,Firearm,Yes,Assaultive,Physical Control,Yes,Yes,White,Male
UOF002228,S73721,A001,Riverbend Police Department,Municipal Police,2021-10-08,2021-10,Property Offense,Individual Officer/Unit Initiated,City,Hispanic or Latino,Male,35 to 44,Yes,Firearm,Yes,Assaultive,Chemical Agent,Yes,No,White,Male
UOF002229,S54769,A001,Riverbend Police Department,Municipal Police,2021-10-25,2021-10,Offense Against Person,Public Request for Service,City,Black or African American,Male,25 to 34,Yes,Edged Object,Yes,Passive Resistance,Physical Control,No,No,Black or African American,Male
UOF002230,S13277,A001,Riverbend Police Department,Municipal Police,2021-10-14,2021-10,Public Order Offense,Public Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,Yes,Threat of Deadly Force,Firearm Discharge,Yes,No,White,Male
UOF002231,S51132,A001,Riverbend Police Department,Municipal Police,2021-10-24,2021-10,Vehicle Stop,Individual Officer/Unit Initiated,City,White,Male,18 to 24,Yes,Blunt Object,Yes,Assaultive,Physical Control,No,Yes,Multiple Races/Ethnicities,Male
UOF002232,S18219,A001,Riverbend Police Department,Municipal Police,2021-10-21,2021-10,Warrant,Public Request for Service,City,Black or African American,Male,35 to 44,Yes,Edged Object,Yes,Active Resistance,Physical Control,Yes,No,Unknown,Male
UOF002233,S64660,A001,Riverbend Police Department,Municipal Police,2021-10-04,2021-10,Vehicle Stop,Public Request for Service,Unincorporated Area,Unknown,Female,45 to 54,No,Not Applicable,Yes,None,Physical Control,No,No,Unknown,Male
UOF002234,S41857,A001,Riverbend Police Department,Municipal Police,2021-10-22,2021-10,Vehicle Stop,Public Request for Service,City,Unknown,Male,25 to 34,Yes,Edged Object,No,Active Resistance,Physical Control,No,No,Unknown,Male
UOF002235,S71516,A001,Riverbend Police Department,Municipal Police,2021-10-15,2021-10,Property Offense,Individual Officer/Unit Initiated,City,Black or African American,Male,35 to 44,Yes,Edged Object,Yes,Active Resistance,Less Lethal Projectile,Yes,No,Unknown,Male
UOF002236,S43168,A001,Riverbend Police Department,Municipal Police,2021-10-01,2021-10,Offense Against Person,Public Request for Service,City,Unknown,Male,18 to 24,No,Not Applicable,No,Assaultive,ECW,No,No,Black or African American,Male
UOF002237,S81963,A001,Riverbend Police Department,Municipal Police,2021-10-14,2021-10,Property Offense,Public Request for Service,City,Black or African American,Male,35 to 44,Yes,Firearm,Yes,Assaultive,Vehicle Intervention,No,No,White,Male
UOF002238,S77782,A001,Riverbend Police Department,Municipal Police,2021-10-06,2021-10,Property Offense,Public Request for Service,City,White,Female,25 to 34,Yes,None Found,No,Passive Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF002239,S72378,A001,Riverbend Police Department,Municipal Police,2021-10-31,2021-10,Offense Against Person,Agency Request for Service,City,Hispanic or Latino,Male,35 to 44,Yes,Firearm,Yes,Assaultive,Physical Control,No,No,Asian,Male
UOF002240,S89012,A001,Riverbend Police Department,Municipal Police,2021-10-25,2021-10,Vehicle Stop,Individual Officer/Unit Initiated,Interstate Highway,White,Male,18 to 24,No,Not Applicable,Yes,Passive Resistance,Impact Weapon,Yes,No,White,Male
UOF002241,S12764,A001,Riverbend Police Department,Municipal Police,2021-10-08,2021-10,Offense Against Person,Agency Request for Service,Unincorporated Area,Unknown,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,No,Yes,White,Male
UOF002242,S33845,A001,Riverbend Police Department,Municipal Police,2021-10-21,2021-10,Offense Against Person,Agency Request for Service,City,Hispanic or Latino,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,ECW,No,No,White,Male
UOF002243,S68734,A001,Riverbend Police Department,Municipal Police,2021-10-25,2021-10,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,Yes,Firearm,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF002244,S01778,A001,Riverbend Police Department,Municipal Police,2021-10-27,2021-10,Civil Caretaking,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,None,Physical Control,No,No,White,Male
UOF002245,S22242,A001,Riverbend Police Department,Municipal Police,2021-10-03,2021-10,Vehicle Stop,Planned Activities,City,Hispanic or Latino,Male,35 to 44,No,Not Applicable,No,Active Resistance,Physical Control,No,No,White,Male
UOF002246,S33701,A001,Riverbend Police Department,Municipal Police,2021-10-06,2021-10,Property Offense,Agency Request for Service,Unincorporated Area,White,Male,25 to 34,Yes,Vehicle,No,Active Resistance,Firearm Discharge,Yes,No,Hispanic or Latino,Male
UOF002247,S24655,A001,Riverbend Police Department,Municipal Police,2021-11-21,2021-11,Offense Against Person,Agency Request for Service,City,Hispanic or Latino,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF002248,S77459,A001,Riverbend Police Department,Municipal Police,2021-11-15,2021-11,Vehicle Stop,Agency Request for Service,City,White,Male,18 to 24,No,Not Applicable,No,Threat of Deadly Force,Firearm Discharge,No,No,Asian,Male
UOF002249,S54988,A001,Riverbend Police Department,Municipal Police,2021-11-11,2021-11,Offense Against Person,Unknown,City,White,Male,35 to 44,No,Not Applicable,Yes,None,Physical Control,No,No,Black or African American,Male
UOF002250,S15760,A001,Riverbend Police Department,Municipal Police,2021-11-30,2021-11,Vehicle Stop,Agency Request for Service,Unincorporated Area,Black or African American,Female,25 to 34,Yes,None Found,Yes,Passive Resistance,Vehicle Intervention,No,No,Hispanic or Latino,Male
UOF002251,S42085,A001,Riverbend Police Department,Municipal Police,2021-11-01,2021-11,Property Offense,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,No,Active Resistance,Physical Control,No,No,White,Male
UOF002252,S50435,A001,Riverbend Police Department,Municipal Police,2021-11-22,2021-11,Warrant,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF002253,S33728,A001,Riverbend Police Department,Municipal Police,2021-11-29,2021-11,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,Multiple Races/Ethnicities,Male,55 and over,No,Not Applicable,No,Active Resistance,ECW,No,No,White,Male
UOF002254,S07527,A001,Riverbend Police Department,Municipal Police,2021-11-02,2021-11,Vehicle Stop,Public Request for Service,Unincorporated Area,White,Male,35 to 44,Yes,Edged Object,No,Active Resistance,Physical Control,No,No,Asian,Male
UOF002255,S19020,A001,Riverbend Police Department,Municipal Police,2021-11-19,2021-11,Offense Against Person,Individual Officer/Unit Initiated,City,Black or African American,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Vehicle Intervention,Yes,No,Black or African American,Male
UOF002256,S56181,A001,Riverbend Police Department,Municipal Police,2021-11-30,2021-11,Public Order Offense,Agency Request for Service,City,Hispanic or Latino,Male,25 to 34,Yes,Firearm,Yes,Active Resistance,Physical Control,Yes,No,White,Male
UOF002257,S11304,A001,Riverbend Police Department,Municipal Police,2021-11-12,2021-11,Vehicle Stop,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Firearm Discharge,No,No,Unknown,Male
UOF002258,S07101,A001,Riverbend Police Department,Municipal Police,2021-11-28,2021-11,Offense Against Person,Public Request for Service,City,Unknown,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF002259,S20900,A001,Riverbend Police Department,Municipal Police,2021-11-02,2021-11,Offense Against Person,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,Threat of Deadly Force,Less Lethal Projectile,No,No,Black or African American,Male
UOF002260,S76665,A001,Riverbend Police Department,Municipal Police,2021-11-29,2021-11,Property Offense,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Impact Weapon,Yes,No,White,Male
UOF002261,S32838,A001,Riverbend Police Department,Municipal Police,2021-11-10,2021-11,Property Offense,Individual Officer/Unit Initiated,City,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF002262,S51173,A001,Riverbend Police Department,Municipal Police,2021-11-10,2021-11,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,18 to 24,No,Not Applicable,No,Active Resistance,Physical Control,No,No,American Indian or Alaska Native,Male
UOF002263,S31455,A001,Riverbend Police Department,Municipal Police,2021-11-08,2021-11,Public Order Offense,Individual Officer/Unit Initiated,City,Unknown,Male,25 to 34,Yes,Edged Object,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF002264,S46076,A001,Riverbend Police Department,Municipal Police,2021-11-03,2021-11,Offense Against Person,Agency Request for Service,Unincorporated Area,Unknown,Male,35 to 44,No,Not Applicable,No,None,Chemical Agent,No,No,White,Male
UOF002265,S71507,A001,Riverbend Police Department,Municipal Police,2021-11-10,2021-11,Offense Against Person,Individual Officer/Unit Initiated,City,Hispanic or Latino,Male,25 to 34,No,Not Applicable,No,Active Resistance,Physical Control,Yes,No,Unknown,Male
UOF002266,S45310,A001,Riverbend Police Department,Municipal Police,2021-11-02,2021-11,Offense Against Person,Public Request for Service,City,Multiple Races/Ethnicities,Male,18 to 24,No,Not Applicable,Yes,Threat of Deadly Force,Firearm Discharge,No,No,White,Male
UOF002267,S59513,A001,Riverbend Police Department,Municipal Police,2021-11-09,2021-11,Vehicle Stop,Public Request for Service,City,Unknown,Male,18 to 24,Yes,None Found,Yes,Passive Resistance,Physical Control,Yes,No,Asian,Male
UOF002268,S46203,A001,Riverbend Police Department,Municipal Police,2021-11-19,2021-11,Vehicle Stop,Public Request for Service,City,Unknown,Male,35 to 44,Yes,Edged Object,Yes,Assaultive,Physical Control,No,No,White,Male
UOF002269,S37224,A001,Riverbend Police Department,Municipal Police,2021-11-30,2021-11,Property Offense,Individual Officer/Unit Initiated,City,Multiple Races/Ethnicities,Male,25 to 34,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF002270,S36871,A001,Riverbend Police Department,Municipal Police,2021-11-05,2021-11,Vehicle Stop,Individual Officer/Unit Initiated,City,Black or African American,Male,55 and over,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF002271,S04641,A001,Riverbend Police Department,Municipal Police,2021-11-24,2021-11,Civil Caretaking,Individual Officer/Unit Initiated,City,Hispanic or Latino,Male,35 to 44,Yes,Blunt Object,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF002272,S42898,A001,Riverbend Police Department,Municipal Police,2021-11-08,2021-11,Property Offense,Agency Request for Service,City,White,Male,45 to 54,Yes,Edged Object,Yes,Passive Resistance,Physical Control,No,Yes,White,Male
UOF002273,S40580,A001,Riverbend Police Department,Municipal Police,2021-11-09,2021-11,Offense Against Person,Individual Officer/Unit Initiated,City,Black or African American,Male,25 to 34,Yes,Edged Object,Yes,Assaultive,Physical Control,No,No,White,Male
UOF002274,S09601,A001,Riverbend Police Department,Municipal Police,2021-11-07,2021-11,Offense Against Person,Individual Officer/Unit Initiated,Interstate Highway,Hawaiian or Pacific Islander,Male,45 to 54,Yes,Edged Object,No,Active Resistance,Physical Control,No,No,Unknown,Male
UOF002275,S72952,A001,Riverbend Police Department,Municipal Police,2021-11-19,2021-11,Vehicle Stop,Public Request for Service,City,White,Male,35 to 44,Yes,Firearm,No,Passive Resistance,Physical Control,Yes,No,Unknown,Male
UOF002276,S46860,A001,Riverbend Police Department,Municipal Police,2021-11-23,2021-11,Public Order Offense,Public Request for Service,City,White,Female,18 to 24,Yes,Edged Object,Yes,Passive Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF002277,S16961,A001,Riverbend Police Department,Municipal Police,2021-11-03,2021-11,Offense Against Person,Individual Officer/Unit Initiated,City,Multiple Races/Ethnicities,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF002278,S09646,A001,Riverbend Police Department,Municipal Police,2021-11-22,2021-11,Offense Against Person,Public Request for Service,City,White,Female,25 to 34,No,Not Applicable,Yes,None,Physical Control,No,No,White,Female
UOF002279,S13375,A001,Riverbend Police Department,Municipal Police,2021-11-11,2021-11,Warrant,Public Request for Service,State Highway,White,Male,45 to 54,No,Not Applicable,Yes,Assaultive,Physical Control,Yes,No,White,Male
UOF002280,S19718,A001,Riverbend Police Department,Municipal Police,2021-11-09,2021-11,Vehicle Stop,Public Request for Service,City,White,Male,45 to 54,No,Not Applicable,Yes,Assaultive,Firearm Discharge,Yes,No,White,Male
