agency_id,agency_name,agency_type,year_month,incident_type,incident_detail,n_calls
A003,Harbor Point Police Department,Municipal Police,2023-02,Civil Caretaking,Civil infraction,119
A003,Harbor Point Police Department,Municipal Police,2023-02,Civil Caretaking,Eviction order enforcement,43
A003,Harbor Point Police Department,Municipal Police,2023-02,Civil Caretaking,Domestic order enforcement,87
A003,Harbor Point Police Department,Municipal Police,2023-02,Civil Caretaking,Civil Caretaking - Other,409
A003,Harbor Point Police Department,Municipal Police,2023-02,Warrant,Warrant,101
A003,Harbor Point Police Department,Municipal Police,2023-02,Other,Other,837
A003,Harbor Point Police Department,Municipal Police,2023-03,Offense Against Person,Assault,84
A003,Harbor Point Police Department,Municipal Police,2023-03,Offense Against Person,Homicide,1
A003,Harbor Point Police Department,Municipal Police,2023-03,Offense Against Person,Rape,10
A003,Harbor Point Police Department,Municipal Police,2023-03,Offense Against Person,Robbery,11
A003,Harbor Point Police Department,Municipal Police,2023-03,Offense Against Person,Civil order violation,33
A003,Harbor Point Police Department,Municipal Police,2023-03,Offense Against Person,Offense Against Person - Other,103
A003,Harbor Point Police Department,Municipal Police,2023-03,Property Offense,Arson,3
A003,Harbor Point Police Department,Municipal Police,2023-03,Property Offense,Burglary,47
A003,Harbor Point Police Department,Municipal Police,2023-03,Property Offense,Theft,102
A003,Harbor Point Police Department,Municipal Police,2023-03,Property Offense,Mischief,31
A003,Harbor Point Police Department,Municipal Police,2023-03,Property Offense,Trespassing,34
A003,Harbor Point Police Department,Municipal Police,2023-03,Property Offense,Vehicle theft/prowl,40
A003,Harbor Point Police Department,Municipal Police,2023-03,Property Offense,Property Offense - Other,113
A003,Harbor Point Police Department,Municipal Police,2023-03,Public Order Offense,Public disturbance,225
A003,Harbor Point Police Department,Municipal Police,2023-03,Public Order Offense,Drug related,116
A003,Harbor Point Police Department,Municipal Police,2023-03,Public Order Offense,Sex related,35
A003,Harbor Point Police Department,Municipal Police,2023-03,Public Order Offense,Weapon related,45
A003,Harbor Point Police Department,Municipal Police,2023-03,Public Order Offense,Transit related,47
A003,Harbor Point Police Department,Municipal Police,2023-03,Public Order Offense,Public Order Offense - Other,422
A003,Harbor Point Police Department,Municipal Police,2023-03,Vehicle Stop,DUI,40
A003,Harbor Point Police Department,Municipal Police,2023-03,Vehicle Stop,Accident,137
A003,Harbor Point Police Department,Municipal Police,2023-03,Vehicle Stop,Moving violation,319
A003,Harbor Point Police Department,Municipal Police,2023-03,Vehicle Stop,Non-moving violation,89
A003,Harbor Point Police Department,Municipal Police,2023-03,Vehicle Stop,Vehicle Stop - Other,146
A003,Harbor Point Police Department,Municipal Police,2023-03,Pedestrian Stop,Pedestrian Stop,134
A003,Harbor Point Police Department,Municipal Police,2023-03,Civil Caretaking,Mental health / wellness check,224
A003,Harbor Point Police Department,Municipal Police,2023-03,Civil Caretaking,Civil infraction,134
A003,Harbor Point Police Department,Municipal Police,2023-03,Civil Caretaking,Eviction order enforcement,47
A003,Harbor Point Police Department,Municipal Police,2023-03,Civil Caretaking,Domestic order enforcement,87
A003,Harbor Point Police Department,Municipal Police,2023-03,Civil Caretaking,Civil Caretaking - Other,527
A003,Harbor Point Police Department,Municipal Police,2023-03,Warrant,Warrant,78
A003,Harbor Point Police Department,Municipal Police,2023-03,Other,Other,801
A003,Harbor Point Police Department,Municipal Police,2023-04,Offense Against Person,Assault,96
A003,Harbor Point Police Department,Municipal Police,2023-04,Offense Against Person,Homicide,3
A003,Harbor Point Police Department,Municipal Police,2023-04,Offense Against Person,Rape,8
A003,Harbor Point Police Department,Municipal Police,2023-04,Offense Against Person,Robbery,24
A003,Harbor Point Police Department,Municipal Police,2023-04,Offense Against Person,Civil order violation,37
A003,Harbor Point Police Department,Municipal Police,2023-04,Offense Against Person,Offense Against Person - Other,113
A003,Harbor Point Police Department,Municipal Police,2023-04,Property Offense,Arson,4
A003,Harbor Point Police Department,Municipal Police,2023-04,Property Offense,Burglary,72
A003,Harbor Point Police Department,Municipal Police,2023-04,Property Offense,Theft,127
A003,Harbor Point Police Department,Municipal Police,2023-04,Property Offense,Mischief,39
A003,Harbor Point Police Department,Municipal Police,2023-04,Property Offense,Trespassing,43
A003,Harbor Point Police Department,Municipal Police,2023-04,Property Offense,Vehicle theft/prowl,58
A003,Harbor Point Police Department,Municipal Police,2023-04,Property Offense,Property Offense - Other,150
A003,Harbor Point Police Department,Municipal Police,2023-04,Public Order Offense,Public disturbance,272
A003,Harbor Point Police Department,Municipal Police,2023-04,Public Order Offense,Drug related,153
A003,Harbor Point Police Department,Municipal Police,2023-04,Public Order Offense,Sex related,54
A003,Harbor Point Police Department,Municipal Police,2023-04,Public Order Offense,Weapon related,76
A003,Harbor Point Police Department,Municipal Police,2023-04,Public Order Offense,Transit related,58
A003,Harbor Point Police Department,Municipal Police,2023-04,Public Order Offense,Public Order Offense - Other,465
A003,Harbor Point Police Department,Municipal Police,2023-04,Vehicle Stop,DUI,56
A003,Harbor Point Police Department,Municipal Police,2023-04,Vehicle Stop,Accident,174
A003,Harbor Point Police Department,Municipal Police,2023-04,Vehicle Stop,Moving violation,330
A003,Harbor Point Police Department,Municipal Police,2023-04,Vehicle Stop,Non-moving violation,92
A003,Harbor Point Police Department,Municipal Police,2023-04,Vehicle Stop,Vehicle Stop - Other,152
A003,Harbor Point Police Department,Municipal Police,2023-04,Pedestrian Stop,Pedestrian Stop,113
A003,Harbor Point Police Department,Municipal Police,2023-04,Civil Caretaking,Mental health / wellness check,202
A003,Harbor Point Police Department,Municipal Police,2023-04,Civil Caretaking,Civil infraction,128
A003,Harbor Point Police Department,Municipal Police,2023-04,Civil Caretaking,Eviction order enforcement,54
A003,Harbor Point Police Department,Municipal Police,2023-04,Civil Caretaking,Domestic order enforcement,109
A003,Harbor Point Police Department,Municipal Police,2023-04,Civil Caretaking,Civil Caretaking - Other,453
A003,Harbor Point Police Department,Municipal Police,2023-04,Warrant,Warrant,112
A003,Harbor Point Police Department,Municipal Police,2023-04,Other,Other,828
A003,Harbor Point Police Department,Municipal Police,2023-05,Offense Against Person,Assault,112
A003,Harbor Point Police Department,Municipal Police,2023-05,Offense Against Person,Homicide,4
A003,Harbor Point Police Department,Municipal Police,2023-05,Offense Against Person,Rape,8
A003,Harbor Point Police Department,Municipal Police,2023-05,Offense Against Person,Robbery,21
A003,Harbor Point Police Department,Municipal Police,2023-05,Offense Against Person,Civil order violation,33
A003,Harbor Point Police Department,Municipal Police,2023-05,Offense Against Person,Offense Against Person - Other,143
A003,Harbor Point Police Department,Municipal Police,2023-05,Property Offense,Arson,12
A003,Harbor Point Police Department,Municipal Police,2023-05,Property Offense,Burglary,62
A003,Harbor Point Police Department,Municipal Police,2023-05,Property Offense,Theft,142
A003,Harbor Point Police Department,Municipal Police,2023-05,Property Offense,Mischief,47
A003,Harbor Point Police Department,Municipal Police,2023-05,Property Offense,Trespassing,57
A003,Harbor Point Police Department,Municipal Police,2023-05,Property Offense,Vehicle theft/prowl,52
A003,Harbor Point Police Department,Municipal Police,2023-05,Property Offense,Property Offense - Other,178
A003,Harbor Point Police Department,Municipal Police,2023-05,Public Order Offense,Public disturbance,284
A003,Harbor Point Police Department,Municipal Police,2023-05,Public Order Offense,Drug related,143
A003,Harbor Point Police Department,Municipal Police,2023-05,Public Order Offense,Sex related,38
A003,Harbor Point Police Department,Municipal Police,2023-05,Public Order Offense,Weapon related,82
A003,Harbor Point Police Department,Municipal Police,2023-05,Public Order Offense,Transit related,56
A003,Harbor Point Police Department,Municipal Police,2023-05,Public Order Offense,Public Order Offense - Other,474
A003,Harbor Point Police Department,Municipal Police,2023-05,Vehicle Stop,DUI,78
A003,Harbor Point Police Department,Municipal Police,2023-05,Vehicle Stop,Accident,184
A003,Harbor Point Police Department,Municipal Police,2023-05,Vehicle Stop,Moving violation,407
A003,Harbor Point Police Department,Municipal Police,2023-05,Vehicle Stop,Non-moving violation,129
A003,Harbor Point Police Department,Municipal Police,2023-05,Vehicle Stop,Vehicle Stop - Other,191
A003,Harbor Point Police Department,Municipal Police,2023-05,Pedestrian Stop,Pedestrian Stop,160
A003,Harbor Point Police Department,Municipal Police,2023-05,Civil Caretaking,Mental health / wellness check,177
A003,Harbor Point Police Department,Municipal Police,2023-05,Civil Caretaking,Civil infraction,131
A003,Harbor Point Police Department,Municipal Police,2023-05,Civil Caretaking,Eviction order enforcement,48
A003,Harbor Point Police Department,Municipal Police,2023-05,Civil Caretaking,Domestic order enforcement,96
A003,Harbor Point Police Department,Municipal Police,2023-05,Civil Caretaking,Civil Caretaking - Other,449
A003,Harbor Point Police Department,Municipal Police,2023-05,Warrant,Warrant,101
A003,Harbor Point Police Department,Municipal Police,2023-05,Other,Other,867
A003,Harbor Point Police Department,Municipal Police,2023-06,Offense Against Person,Assault,127
A003,Harbor Point Police Department,Municipal Police,2023-06,Offense Against Person,Homicide,0
A003,Harbor Point Police Department,Municipal Police,2023-06,Offense Against Person,Rape,8
A003,Harbor Point Police Department,Municipal Police,2023-06,Offense Against Person,Robbery,20
A003,Harbor Point Police Department,Municipal Police,2023-06,Offense Against Person,Civil order violation,35
A003,Harbor Point Police Department,Municipal Police,2023-06,Offense Against Person,Offense Against Person - Other,155
A003,Harbor Point Police Department,Municipal Police,2023-06,Property Offense,Arson,17
A003,Harbor Point Police Department,Municipal Police,2023-06,Property Offense,Burglary,75
A003,Harbor Point Police Department,Municipal Police,2023-06,Property Offense,Theft,162
A003,Harbor Point Police Department,Municipal Police,2023-06,Property Offense,Mischief,50
A003,Harbor Point Police Department,Municipal Police,2023-06,Property Offense,Trespassing,45
A003,Harbor Point Police Department,Municipal Police,2023-06,Property Offense,Vehicle theft/prowl,59
A003,Harbor Point Police Department,Municipal Police,2023-06,Property Offense,Property Offense - Other,160
A003,Harbor Point Police Department,Municipal Police,2023-06,Public Order Offense,Public disturbance,323
A003,Harbor Point Police Department,Municipal Police,2023-06,Public Order Offense,Drug related,161
A003,Harbor Point Police Department,Municipal Police,2023-06,Public Order Offense,Sex related,49
A003,Harbor Point Police Department,Municipal Police,2023-06,Public Order Offense,Weapon related,110
A003,Harbor Point Police Department,Municipal Police,2023-06,Public Order Offense,Transit related,53
A003,Harbor Point Police Department,Municipal Police,2023-06,Public Order Offense,Public Order Offense - Other,553
A003,Harbor Point Police Department,Municipal Police,2023-06,Vehicle Stop,DUI,68
A003,Harbor Point Police Department,Municipal Police,2023-06,Vehicle Stop,Accident,177
A003,Harbor Point Police Department,Municipal Police,2023-06,Vehicle Stop,Moving violation,368
A003,Harbor Point Police Department,Municipal Police,2023-06,Vehicle Stop,Non-moving violation,119
A003,Harbor Point Police Department,Municipal Police,2023-06,Vehicle Stop,Vehicle Stop - Other,180
A003,Harbor Point Police Department,Municipal Police,2023-06,Pedestrian Stop,Pedestrian Stop,148
A003,Harbor Point Police Department,Municipal Police,2023-06,Civil Caretaking,Mental health / wellness check,188
A003,Harbor Point Police Department,Municipal Police,2023-06,Civil Caretaking,Civil infraction,113
A003,Harbor Point Police Department,Municipal Police,2023-06,Civil Caretaking,Eviction order enforcement,30
A003,Harbor Point Police Department,Municipal Police,2023-06,Civil Caretaking,Domestic order enforcement,89
A003,Harbor Point Police Department,Municipal Police,2023-06,Civil Caretaking,Civil Caretaking - Other,439
A003,Harbor Point Police Department,Municipal Police,2023-06,Warrant,Warrant,100
A003,Harbor Point Police Department,Municipal Police,2023-06,Other,Other,980
